JCR Cell Biology,JCR Psychopathol. & Dev. Disabilities,ACR Cell Biology,ACR Psychopathol. & Dev. Disabilities,RCR Cell Biology,RCR Psychopathol. & Dev. Disabilities
4.538,1.564,2,1.5,0.211115,0.483202
3.108,1.564,2.5,0,0.296264,0
12.889,1.564,4,0.5,0.413201,0.248702
12.889,1.564,15,2,1.436387,0.379852
12.889,1.564,5,0.5,0.485664,0.27594
12.889,1.564,14.5,0.5,1.410982,0.295569
12.889,1.564,4.5,1.5,0.43768,0.37024
12.889,1.564,7.5,2,0.614772,0.526295
12.889,1.564,38.5,5,5.295576,1.754206
12.889,1.564,7.5,4,0.969565,0.781905
12.889,1.564,18,0,1.806466,0
12.889,8.674,10,1,1.138811,0.121017
12.889,8.674,5,9.5,0.599852,1.679889
12.889,8.674,7.5,2,0.706412,0.345703
12.889,8.674,2.5,0.5,0.238341,0.102946
12.889,8.674,54.5,5,5.569497,0.873981
12.889,8.674,11.5,3.5,1.073854,0.589373
12.889,8.674,6.5,6,0.627677,1.219867
12.889,8.674,70.5,3.5,6.792334,0.53754
12.889,8.674,8,3.5,0.858053,0.653313
12.889,8.674,6,6.5,0.617805,1.33135
12.889,8.674,6,5.5,0.67508,0.960863
4.061,8.674,4,13.5,0.760022,2.697262
2.395,8.674,3.5,16.5,0.364816,2.098847
2.395,8.674,2,2,0.221754,0.386817
2.395,8.674,1.5,13.5,0.170476,2.533533
2.395,8.674,2,8.5,0.264186,1.865368
2.395,3.348,3.5,6.5,0.403896,1.14086
2.395,3.348,0.5,6,0.061695,1.165999
2.395,3.348,0.5,4.5,0.067253,0.947985
4.087,3.348,1.5,1.5,0.140203,0.407481
4.087,3.348,2,4,0.272178,0.674222
4.087,2.769,1,0,0.273397,0
4.087,1.015,2.5,2,0.331127,0.638807
4.087,5.221,4.5,0.5,0.48375,0.094627
5.28,9.232,1,6,0.093538,1.04903
13.588,9.232,10.5,1,0.986186,0.185352
13.588,9.232,20.5,1,2.240637,0.21526
5.186,9.232,1,14,0.202156,2.539505
3.791,9.232,2,12,0.391526,2.168479
3.791,9.232,5,4,0.827959,0.750089
3.791,9.232,0.5,2.5,0.088301,0.432955
2.158,9.232,1,6,0.178194,1.247838
2.158,2.838,3.5,4,0.883443,0.864133
2.8,2.838,3.5,2,0.647358,0.427771
2.8,2.838,1,1.5,0.194608,0.353106
10.885,2.838,1,28.5,0.081129,5.300137
10.885,3.162,11.5,2.5,1.867941,0.643148
4.727,3.162,5.5,1.5,0.80775,0.339866
8.058,3.162,5,1,0.83076,0.189339
8.058,3.162,5.5,3,0.827749,0.69165
8.058,3.162,14.5,4.5,2.054465,0.80459
8.058,3.162,6,0,0.811,0
8.058,3.162,8,4,1.142568,0.72989
8.058,3.162,5,5,0.810291,0.917804
8.058,3.162,4,3.5,0.44644,0.717496
8.058,3.162,46.5,5,6.840415,0.9516
8.058,3.162,4,12.5,0.732045,3.045316
8.058,3.162,8.5,2.5,1.305138,0.52736
8.058,0.859,5.5,0.5,0.776676,0.101356
4.357,1.75,4.5,0.5,0.635515,0.17413
6.908,2.623,10,15.5,1.705382,3.203012
24.221,2.623,5,1.5,0.56837,0.309254
3.383,2.623,0,2.5,0,0.39741
3.302,2.623,4.5,0,0.649623,0
3.741,2.623,1.5,5.5,0.235818,1.376362
4.098,2.623,2,2.5,0.388765,0.425806
4.098,2.623,2,4,0.423913,0.884851
2.669,2.623,0,2,0,0.776183
2.669,2.623,2,1.5,0.360235,0.328025
1.272,2.623,0,1.5,0,0.305071
3.215,2.623,3,29.5,0.444664,5.457979
3.466,2.623,8.5,2.5,2.280472,0.614359
3.466,2.623,3,2,0.566282,0.512191
3.466,2.623,3.5,2,0.491434,0.413514
3.466,2.623,4.5,4.5,0.777276,0.843997
3.466,2.498,1.5,5.5,0.334547,1.221616
3.466,4.964,5.5,5,0.924674,0.941199
3.466,4.982,1.5,53,0.30835,9.533561
3.466,4.982,7.5,16.5,1.430836,2.766952
3.466,3.288,6.5,4,0.668751,0.686627
3.466,1.968,5,4.5,0.809413,0.916036
3.466,1.968,4.5,1,0.680372,0.150465
3.466,3.956,1.5,10.5,0.327174,1.90043
3.466,3.956,1.5,1.5,0.28954,0.222731
3.466,3.956,4,2,0.747282,0.336053
3.466,3.956,1.5,7,0.214747,1.325595
3.466,3.956,3,16,0.546968,2.884053
3.466,3.956,4,10,0.559853,1.991067
3.466,3.956,18,3,2.524074,0.445419
3.466,3.956,2,4,0.477726,0.645585
3.466,3.919,4,8.5,0.664452,2.106008
3.466,3.919,2.5,3,0.575901,0.521828
3.466,18.207,3.5,7.5,0.589627,1.315222
3.466,2.302,7.5,2.5,1.468349,0.702222
3.466,6.844,1.5,20.5,0.219659,3.867291
3.466,6.844,1,14.5,0.339426,2.453574
3.466,6.844,4,3.5,0.629738,0.509705
3.466,6.844,7,3.5,1.282337,0.591698
3.466,6.844,0.5,9,0.043599,1.248287
3.466,6.844,1,16.5,0.159293,3.32364
3.466,6.844,5,11.5,0.612981,2.179824
3.466,6.844,1.5,6.5,0.270909,1.198826
3.466,6.844,6.5,8,1.145544,1.545994
3.466,6.844,4,9,0.474518,1.893877
3.466,6.844,0,3.5,0,0.667975
3.466,6.844,1.5,5,0.319236,0.944216
3.466,6.844,4.5,12.5,1.133848,1.92579
3.466,6.844,4.5,10,0.659349,1.94442
3.466,6.844,2,5.5,0.372145,1.043049
3.466,6.844,14,2.5,3.090609,0.501944
3.466,6.844,1.5,13.5,0.333969,2.484925
3.466,6.844,2,12,0.287258,1.975365
3.466,6.844,0,8.5,0,1.72515
3.466,3.77,3,14.5,0.467795,2.266312
3.466,3.77,2.5,3.5,0.356086,0.86422
3.466,3.77,5,23.5,0.714951,4.789412
3.466,3.77,1,17.5,0.236956,3.358314
4.251,3.77,2.5,6,0.458681,1.614981
4.251,3.77,8,0.5,1.036021,0.164247
4.261,3.77,0.5,10,0.071093,1.795468
3.141,1.727,2.5,1,0.519864,0.116535
4.235,1.543,1,0.5,0.164669,0.12617
2.463,1.308,4,0.5,0.498671,0.302516
4.986,5.576,7,2,0.853467,0.40145
2.406,14.432,0.5,12,0.078604,1.839005
0.495,6.886,4.5,1.5,0.623389,0.499368
6.29,6.886,2.5,11,0.254474,1.809366
6.29,2.942,7,3,0.856621,0.622371
6.29,0.574,7.5,0,0.992887,0
6.29,0.574,2,0,0.225557,0
6.29,0.574,1,3,0.118708,0.706593
6.29,0.574,4,2,0.500948,0.5488
6.29,2.667,14,5,1.773759,0.97284
6.29,3.708,5.5,4,0.718538,1.111329
6.29,3.708,4.5,2.5,0.50755,0.869818
6.29,3.708,4.5,6,0.542632,1.645565
6.29,3.708,1,8,0.135026,2.082455
6.29,3.708,4,1.5,0.511366,0.341316
6.29,3.708,3,9,0.351788,1.588362
6.29,3.708,10.5,3,1.256653,0.623508
6.29,3.708,7.5,2.5,0.842135,0.612283
6.29,3.708,15,3,1.966742,0.579928
6.29,3.708,7,0.5,0.781292,0.100793
6.29,3.708,18,1.5,1.895866,0.312914
6.29,3.708,1.5,3,0.170847,0.674416
3.122,3.708,1.5,4,0.173365,0.745463
3.122,3.708,8,2,1.033977,0.418205
3.122,3.708,4,3,0.394487,0.578799
3.986,3.708,2,2,0.21975,0.425229
3.986,3.708,4.5,10,0.78315,1.626922
3.986,2.083,3.5,16.5,0.58333,3.357827
3.326,1.247,15,0.5,1.59585,0.062802
3.326,1.247,5,8.5,0.563126,1.883147
2.147,2.082,8,0.5,1.102154,0.145411
4.818,2.082,40,1,5.12834,0.245275
1.533,2.082,2.5,4.5,0.625359,1.1106
5.745,2.082,2.5,0.5,0.240611,0.227831
5.745,3.9,2.5,9.5,0.244158,2.202303
5.745,3.9,2,2.5,0.207978,0.519989
5.745,3.9,2,6.5,0.26893,1.192898
5.745,3.9,1,4,0.117269,0.760868
5.745,3.9,7,0.5,1.136355,0.141343
5.745,3.9,2,2,0.320134,0.478591
5.745,3.9,4,4.5,0.5692,1.028478
5.745,2.322,10.5,3,1.199868,0.56189
5.745,3.512,3.5,5.5,0.329756,1.18702
5.745,3.512,8.5,5.5,1.309612,1.035741
4.626,3.512,5,0,0.651888,0
4.626,3.512,1,0.5,0.106235,0.153804
6.115,2.377,4,8,0.573108,1.867152
6.115,2.377,6,2,1.10795,0.516775
6.115,2.377,3.5,4.5,0.394216,1.032104
6.115,1.573,12,1,2.076053,0.357803
6.115,7.251,8.5,1.5,1.562979,0.284685
5.207,7.251,11,8.5,1.278456,1.637235
5.499,7.251,7,12,1.133457,2.42146
4.008,7.251,2,9,0.2726,1.758713
4.008,7.251,3.5,11.5,0.393876,2.361614
4.008,7.251,2.5,4.5,0.315925,0.8681
13.4,10.026,3,11,0.386286,2.059018
5.192,10.026,2.5,12.5,0.368089,1.952301
1.623,10.026,2,5.5,0.332355,0.989161
4.337,10.026,4,4.5,0.676766,0.680074
4.337,10.026,4.5,9.5,1.06346,1.298149
4.337,10.026,3.5,1.5,0.546532,0.228273
4.337,2.697,3,5,0.42338,0.959481
4.337,2.697,3.5,3.5,0.630607,0.716142
4.337,3.08,1.5,11.5,0.19483,2.104729
4.337,6.891,0.5,13.5,0.10404,2.262365
4.337,5.021,1.5,4.5,0.291706,0.880764
1.95,5.021,3.5,2,0.407865,0.344054
3.114,5.021,4.5,8,0.537457,1.27102
3.114,1.578,0.5,0.5,0.118744,0.15557
3.114,2.455,7.5,2,1.173122,0.38096
3.114,3.264,8,2.5,1.313017,0.542286
3.114,3.264,0.5,2.5,0.169095,0.729489
3.114,2.855,2,3.5,0.294416,0.576483
3.114,2.855,3.5,1.5,0.56942,0.213337
3.114,2.855,3.5,3,0.586053,0.434839
2.1,2.44,4,3.5,0.674868,0.926711
2.1,2.44,2,4,0.525359,0.682855
2.958,2.44,1,2.5,0.126229,0.449588
1.609,2.44,0,2,0,0.513147
5.46,2.44,3.5,6,0.505147,1.284484
5.46,2.44,11,6.5,1.641451,1.148615
5.46,2.44,2.5,4.5,0.28099,1.151259
5.074,2.44,2.5,8.5,0.369799,2.136623
3.5,2.44,2.5,0.5,0.3057,0.11148
3.5,2.707,2,7.5,0.287021,1.845563
9.023,2.062,4,4.5,0.487058,0.858954
9.023,2.062,4,3.5,0.408884,0.996973
9.023,2.062,2.5,1,0.41998,0.317115
9.023,2.062,9,4.5,1.152793,0.839177
3.83,2.062,4.5,1.5,0.838329,0.326177
8.288,2.062,3.5,3,0.565383,1.001299
8.288,2.062,1.5,3,0.206755,0.603762
8.288,2.062,6.5,2.5,1.114425,0.56905
1.936,2.062,9.5,3.5,2.598776,1.082947
5.189,2.062,5.5,1,0.881401,0.23356
5.189,3.412,2.5,10,0.339723,2.262878
2.826,3.412,0.5,9,0.114483,2.34944
2.826,3.412,0,1.5,0,0.284544
2.826,3.412,1.5,3,0.213382,0.782439
6.26,3.412,8,4.5,1.411531,1.247104
6.26,3.412,15.5,2.5,1.987874,0.87465
4.405,3.53,0.5,9.5,0.085119,1.933592
33.633,3.53,1,4,0.118643,0.836445
4.269,3.53,6,0,0.789425,0
8.966,3.53,2,1.5,0.195393,0.451504
8.966,3.53,7.5,2,0.886042,0.825827
2.451,3.53,3,8,0.378843,2.219829
3.328,3.53,6.5,2.5,1.001742,0.666298
3.328,3.53,2,3.5,0.447405,0.630823
4.857,3.53,5.5,1,0.710156,0.242734
4.857,3.53,1,1,0.114564,0.438114
4.857,3.53,7.5,1,1.108016,0.242828
4.857,3.53,2.5,6.5,0.342405,0.678136
4.364,8.889,6.5,7,1.10038,0.836687
4.527,8.889,0.5,20.5,0.077002,3.23566
4.527,7.141,2,3,0.179602,0.542129
4.527,3.365,0,0,0,0
1.877,3.365,0,3.5,0,0.791428
1.877,3.365,1.5,2.5,0.157331,0.527553
1.877,3.365,0.5,6.5,0.062806,1.590298
1.877,3.738,0,1.5,0,0.38066
1.626,1.355,0.5,2,0.091127,0.827136
1.626,2.257,0.5,0.5,0.060343,0.086797
1.626,2.257,0,6,0,1.358106
1.626,1.016,1,0,0.205668,0
1.626,3.027,1,6,0.137958,1.095677
1.626,3.027,0.5,0.5,0.081516,0.100177
1.626,3.027,3,5.5,0.356485,1.097747
1.626,3.955,1.5,6.5,0.163415,1.477504
1.626,1.994,0.5,3.5,0.031833,0.827679
1.626,2.214,1,2,0.172254,0.705786
1.626,2.214,0,4,0,1.211707
1.626,3.819,0,8,0,1.866972
2.726,2.737,5.5,2,0.822023,0.540033
1.721,3.365,1.5,10.5,0.189548,1.939718
2.39,2.713,2,3.5,0.545367,0.741721
2.39,2.713,1,4.5,0.278179,1.047484
2.39,2.713,2.5,12.5,0.390209,2.65359
3.238,2.713,10.5,0.5,1.26729,0.119473
3.238,2.713,7,2,0.980403,0.46477
3.238,2.713,2.5,1.5,0.337289,0.413023
8.354,2.713,18.5,3,2.66951,0.770428
8.354,2.296,5,0.5,0.714915,0.08747
8.354,2.296,6.5,1,1.027609,0.254806
2.168,2.296,1,3.5,0.12931,0.6149
2.168,2.296,3.5,4.5,0.59674,0.945509
6.188,2.296,13.5,1.5,1.506712,0.38139
6.188,2.296,4,7.5,0.398997,2.769926
6.188,2.296,3,0.5,0.330566,0.189054
6.188,2.296,3,3.5,0.311179,0.610492
6.188,2.296,1,0.5,0.101359,0.092618
6.188,2.296,6,3,0.820755,0.560295
6.188,2.296,9,0.5,0.825706,0.250965
6.188,2.296,6,5,0.643294,1.73983
6.188,2.296,9,1.5,1.087602,0.405875
6.188,2.296,1.5,2.5,0.181927,0.961726
6.188,2.296,14,0.5,1.226856,0.142809
6.188,2.296,3,3,0.326322,0.911856
6.188,2.296,12.5,4,1.150198,1.287666
6.188,2.296,6,3.5,0.663679,1.294976
6.188,2.296,7.5,2,1.03964,0.591766
6.188,2.296,1.5,4.5,0.201572,1.33363
6.188,2.403,3,2.5,0.272327,0.464433
6.188,2.043,1,0.5,0.146411,0.230861
4.119,2.602,5.5,2,0.698326,0.567652
3.861,1.94,22,3,2.444324,0.693976
3.861,1.94,3,2,0.372366,0.342781
5.861,2.313,4,0,0.561635,0
5.861,3.108,3.5,1,0.448779,0.250259
5.861,3.108,2,3,0.295965,0.778483
5.861,4.061,4.5,4.5,0.486892,0.628287
5.861,4.061,8,2.5,0.999367,0.549334
5.861,4.061,5.5,2.5,0.655136,0.522754
5.861,4.061,3,3,0.387483,0.61781
5.861,3.988,0,1,0,0.219849
5.861,4.087,5.5,4.5,0.728012,0.658968
5.861,5.28,5.5,1,0.628033,0.163434
5.861,2.203,2.5,3.5,0.25529,0.729471
5.861,3.982,3.5,9.5,0.345541,1.957423
5.861,2.428,3.5,0.5,0.336594,0.142403
5.861,2.428,6.5,0.5,0.687583,0.242148
5.861,2.428,1.5,1.5,0.2163,0.375298
5.861,4.609,8.5,8,1.237999,1.298268
5.861,4.609,4,15,0.477424,2.645576
5.861,4.609,15,9,1.884599,1.565512
5.861,4.609,6.5,11.5,0.912677,2.068447
5.861,3.991,1.5,5,0.20114,1.084204
5.861,3.991,6.5,9,0.651446,1.703503
5.861,3.991,8,7,1.03848,1.293324
5.861,3.991,9.5,4,1.080758,0.920778
5.861,3.991,13.5,7,1.644291,1.472697
5.861,3.991,6.5,3.5,0.758628,0.686271
5.861,3.991,5,6,0.574184,1.232113
5.861,3.991,3,0.5,0.421048,0.126955
5.861,3.991,1.5,4.5,0.167182,0.905676
5.861,5.107,3,0.5,0.400583,0.119927
5.861,5.107,6.5,9,0.79194,1.653551
5.861,5.107,3,9.5,0.386388,2.086886
5.861,5.107,7.5,10,1.009032,1.748748
5.861,5.107,3,3.5,0.415079,0.609213
5.861,5.047,6.5,3.5,0.718459,0.495977
5.861,8.058,10.5,6,1.071213,0.825219
5.861,8.058,7,4.5,0.935788,0.721493
5.861,1.79,6,3,0.589981,0.865953
4.373,3.639,7.5,10.5,0.96783,2.07129
3.265,2.182,1,1.5,0.127744,0.493953
14.194,1.424,10,1,0.875537,0.345999
14.194,1.424,15.5,0.5,1.715394,0.292642
14.194,1.424,12.5,0,1.336568,0
14.194,1.424,30.5,3,3.669419,0.638063
14.194,1.424,88,1,10.53556,0.287268
14.194,1.424,24,2,2.849229,0.453765
14.194,1.424,36.5,1.5,3.669555,0.389793
14.194,2.029,61,1.5,6.849394,0.456517
14.194,1.243,10.5,0.5,1.356562,0.317486
14.194,1.067,10.5,1.5,1.162598,0.26305
14.194,2.378,8,2,0.713884,0.369817
14.194,2.378,10.5,0.5,1.068462,0.146237
14.194,2.378,9,0.5,0.723099,0.133335
14.194,1.12,19,1,1.947498,0.495131
14.194,2.478,17.5,7,1.921073,1.086512
14.194,3.466,9.5,1,0.958935,0.247736
14.194,30.011,16.5,9,1.938371,1.569914
14.194,30.011,10.5,28.5,1.1537,4.377295
14.194,1.062,5.5,1.5,0.698969,0.70518
14.194,3.564,1.5,2.5,0.147638,0.662772
14.194,5.235,0.5,8,0.060417,1.931269
14.194,5.235,19.5,2.5,2.162564,0.634777
14.194,5.235,1.5,2.5,0.166296,0.624884
14.194,5.235,4.5,2.5,0.440934,0.707782
14.194,5.235,10,16,1.043768,4.239232
14.194,5.235,17.5,4.5,2.243392,1.12811
4.889,1.112,12,2,1.615329,0.558072
4.889,3.74,2.5,3,0.373319,0.656775
3.139,3.74,0.5,1.5,0.160824,0.316389
2.916,3.74,1.5,2.5,0.183557,0.677187
2.916,3.74,0.5,2.5,0.078717,0.625514
7.478,3.74,6,1,0.817306,0.239358
2.57,1.498,2.5,4,0.314601,0.855669
2.57,4.261,3,6,0.317016,1.00005
2.57,4.261,3,5.5,0.346786,0.879861
4.819,4.261,7,3.5,0.792078,0.713829
6.068,2.41,2.5,2.5,0.359362,0.780536
6.068,4.235,7,4,1.24108,1.518721
6.068,2.955,14,1,2.224003,0.352179
4.725,2.955,5.5,1.5,0.936476,0.413119
4.725,2.962,0.5,8,0.054044,2.203811
4.725,2.962,5,2,0.720441,0.377924
4.725,2.962,6,8,1.119058,2.474905
4.725,2.962,4,2.5,0.459482,0.516188
4.725,2.962,0.5,2,0.079624,0.462898
4.725,2.962,15,8,2.700488,1.985743
9.667,2.962,9.5,4.5,0.808649,1.248177
7.149,2.962,4,1.5,0.675572,0.49809
2.511,2.962,5,1,0.718258,0.382048
2.511,3.309,2,3,0.306893,0.573862
2.511,2.463,0,1.5,0,0.731187
2.511,3.044,1.5,3,0.311194,0.780746
2.511,3.044,0,2,0,0.524502
2.511,2.121,1,4,0.192252,0.848564
2.511,2.479,1,6.5,0.127116,1.298345
2.511,2.479,0.5,1.5,0.087028,0.336624
2.511,1.447,2.5,2.5,0.336669,0.629954
2.511,1.447,1.5,9.5,0.289715,2.197362
4.882,1.447,3.5,0,0.606401,0
36.104,1.447,63,2.5,10.49389,0.622294
36.104,1.447,63.5,2.5,6.307457,0.586608
36.104,1.447,53.5,1,6.787778,0.579522
36.104,1.447,13,0,1.121078,0
36.104,1.668,40,0,5.127842,0
36.104,1.668,28.5,2.5,3.065561,0.569305
36.104,1.668,28,9,2.488508,2.113125
36.104,4.36,8,3.5,0.985184,0.693035
36.104,4.36,32.5,2,5.094742,0.458341
36.104,4.36,18.5,1.5,2.185609,0.271789
36.104,4.36,1.5,2,0.217112,0.456162
36.104,4.36,32.5,2,3.064553,0.389296
36.104,4.36,62.5,3,9.363211,0.514151
36.104,4.36,33,6,4.019995,1.341663
36.104,4.36,9.5,3.5,1.102735,0.729028
36.104,1.078,0.5,1,0.055994,0.357811
36.104,1.805,39,0.5,4.753239,0.144685
36.104,3.44,17.5,3,1.862629,0.619048
36.104,1.649,1.5,1.5,0.148549,0.315665
36.104,1.649,21.5,4.5,2.259177,0.743131
36.104,4.857,105.5,0.5,12.20888,0.103044
36.104,4.857,15.5,3,1.516945,0.597492
36.104,4.857,12.5,0.5,1.234175,0.119635
36.104,4.857,21.5,1.5,2.391955,0.245681
36.104,5.357,47.5,6.5,5.035478,1.149839
36.104,5.357,19,4.5,2.010118,0.859809
36.104,5.357,14,2,1.386866,0.431835
36.104,5.357,17.5,3,2.000535,0.524208
36.104,5.357,30.5,4.5,3.292771,0.870349
36.104,5.357,43,0,4.759603,0
36.104,5.357,8.5,4,1.046079,0.793969
36.104,5.357,17.5,3.5,1.927193,0.560265
36.104,5.357,8,3.5,0.760612,0.580471
36.104,5.357,0.5,23,0.035532,4.607988
31.09,5.357,37,4.5,3.336911,0.717846
31.09,5.357,14,10,2.425368,1.967071
31.09,5.357,123,6.5,13.02312,1.255881
31.09,5.357,0.5,16,0.041027,2.69212
19.407,5.357,17,2.5,2.19062,0.481825
19.407,5.357,9,2.5,1.017785,0.446406
19.407,5.357,12.5,12,1.501907,1.884232
19.407,5.357,43.5,4,5.658097,0.800277
19.407,1.433,23,1.5,2.370899,0.84648
19.407,1.433,16,0.5,1.946917,0.187286
19.407,1.433,0,1,0,0.470483
19.407,1.433,19.5,2,2.281979,0.522879
19.407,1.433,10.5,0,1.051036,0
19.407,2.138,62.5,2.5,7.735154,0.695001
19.407,2.138,9,0.5,0.935335,0.050151
19.407,5.227,13,2,1.33016,0.490427
19.407,5.227,21.5,3.5,1.8872,0.82977
15.808,2.205,2,1,0.33141,0.258033
15.808,2.205,26,4,3.449981,0.910487
15.808,2.205,14,1.5,2.074211,0.403012
15.808,2.265,10,1,1.182787,0.260393
15.808,2.265,30.5,2.5,4.671986,0.895888
36.377,1.813,22.5,1.5,2.708994,0.414813
36.377,1.813,9.5,5.5,0.881594,1.418221
25.668,1.813,56,0.5,6.133397,0.162024
25.668,1.813,8,1,0.957899,0.198881
29.92,5.042,34.5,1,4.252321,0.194691
25.43,5.042,5.5,5.5,0.882599,1.101459
20.721,5.042,3,5.5,0.335077,0.846318
20.721,2.785,21.5,8.5,2.491471,1.859257
20.721,2.785,8.5,1.5,0.695489,0.538677
20.721,2.785,4.5,7,0.474864,1.992618
20.721,2.785,3.5,0.5,0.503643,0.220719
20.721,2.785,54,4.5,6.837393,1.413823
30.324,2.785,3.5,0,0.50222,0
14.191,2.785,5,2,0.801729,0.510414
14.191,2.785,14.5,2.5,1.715348,0.734778
14.191,2.761,6.5,3.5,0.906605,1.148732
14.191,2.761,13,1,1.339464,0.18211
14.191,2.761,14,1.5,2.318528,0.350558
14.191,2.761,4,0,0.48944,0
14.191,2.761,1,2.5,0.115438,0.581933
14.191,2.761,4,1,0.473721,0.278595
14.191,2.761,6.5,1,0.769365,0.370897
8.362,2.761,3,2.5,0.465058,0.542192
8.362,2.761,4,1.5,0.492814,0.400616
8.362,2.761,1.5,2.5,0.168346,0.681982
8.362,2.761,2,3,0.263985,0.573101
28.712,2.761,79.5,1,12.1082,0.221357
32.745,1.911,17.5,4.5,1.975763,1.475562
38.65,2.229,61,4,7.484061,1.261981
38.65,2.229,51,6,5.338973,1.500585
38.65,2.229,54.5,2,6.857688,1.137166
38.65,2.131,7.5,2.5,0.831433,0.44765
38.65,1.542,15,2,1.806624,0.62631
38.65,2.496,42,2.5,4.852672,0.583406
38.65,2.176,14,0,1.403017,0
38.65,5.745,35.5,11,3.805259,1.86605
13.685,3.593,6.5,2.5,0.746371,0.439943
5.476,1.596,3,1,0.610963,0.281383
3.395,2.24,0.5,0.5,0.081896,0.216327
3.395,3.021,1,7.5,0.147696,2.436729
3.395,7.037,0.5,3.5,0.072631,0.655751
3.395,1.773,3,0,0.389743,0
3.395,1.773,1,6.5,0.190796,2.305693
3.601,1.65,4,0,0.834541,0
14.027,1.65,5,0,0.714417,0
14.027,1.269,11,0.5,1.402223,0.100349
14.027,4.65,9,3,1.121768,0.65366
14.027,3.853,4,3,0.418923,0.886652
14.027,3.853,17.5,0.5,1.908616,0.13049
14.027,3.114,3.5,5.5,0.498958,1.119063
14.027,3.114,19,1.5,2.158898,0.379333
1.917,3.114,7.5,14.5,1.371418,3.605757
6.685,3.114,7,14.5,1.547123,3.775982
1.822,3.114,2.5,7.5,0.485383,2.282008
3.215,3.114,2,1,0.256552,0.357585
3.215,3.114,0.5,0.5,0.116691,0.157548
3.215,3.114,2.5,5,0.388597,1.757869
3.215,3.114,0.5,8.5,0.065889,2.16965
3.215,3.114,3.5,2,0.438539,0.356124
3.215,3.114,1,1.5,0.169633,0.358829
2.055,3.114,0,1,0,0.113892
7.836,3.114,5.5,3,0.72476,0.604179
7.836,3.114,10,1.5,1.325927,0.225424
7.836,3.114,5,2.5,0.460958,0.499707
7.836,3.114,14,1,1.40296,0.248103
7.836,3.114,2.5,4,0.249189,0.800097
7.836,2.364,1,0.5,0.107104,0.09847
1.944,2.364,6.5,0.5,0.906934,0.134559
7.414,2.943,12,1.5,1.478652,0.428485
7.414,3,4,4,0.356757,0.962671
7.414,1.546,2.5,3.5,0.300485,1.005479
7.414,1.968,4,2,0.645741,0.502896
7.414,1.968,4.5,2,0.528244,0.401127
7.414,3.827,6,7,0.573568,1.140741
7.414,3.827,7.5,3,1.122452,0.583917
7.414,3.827,4,6.5,0.43579,1.557072
7.414,3.827,5,4,0.779608,0.928589
7.414,3.827,5.5,2.5,0.606187,0.590693
1.259,3.827,0.5,2,0.083005,0.467874
1.333,0.72,1,2,0.11843,0.525612
1.333,0.509,0.5,0.5,0.130616,0.484169
0.847,2.842,4.5,0.5,0.914578,0.181423
3.753,1.708,26.5,0,8.219727,0
3.753,2.68,7.5,4.5,2.342057,1.152334
3.753,2.364,1.5,0.5,0.476987,0.150633
3.753,2.147,13.5,0.5,2.939651,0.222953
3.753,2.147,3.5,1.5,0.680764,0.612752
1.628,2.147,1,1,0.417525,0.411846
1.628,2.147,4.5,1,1.183457,0.427265
2.128,2.147,0,0.5,0,0.222953
1.237,2.147,3,0.5,0.446548,0.23559
2.803,2.147,6.5,2,0.821918,0.710713
2.082,2.147,0.5,0,0.210387,0
3.354,2.147,8,0.5,1.206683,0.252749
3.612,2.147,6.5,2,0.984741,0.928432
18.861,2.147,25.5,1.5,3.819852,0.328269
18.861,2.147,26.5,1,3.729864,0.559722
2.378,2.147,5,2.5,1.138666,0.508336
2.378,2.147,6,3,1.294389,0.714819
2.378,2.147,2.5,0.5,0.384321,0.178432
2.378,2.147,2,1,0.474782,0.563317
28.417,2.147,14.5,1,1.886521,0.581213
7.657,2.147,8.5,1,1.441944,0.460192
7.657,2.128,13.5,1,2.145168,0.262732
4.75,5.148,2.5,10.5,0.257912,2.212461
3.277,5.148,2.5,24.5,0.324431,4.604215
6.451,5.148,2,7,0.274467,1.461059
6.451,5.148,8.5,8,1.132304,1.384058
6.451,5.148,2,2.5,0.281705,0.503476
6.451,5.148,3,1.5,0.381927,0.259681
6.451,5.148,7,8.5,0.81201,1.037514
6.451,5.148,5.5,6.5,0.633232,1.132238
6.451,14.293,7.5,1,1.041551,0.139852
6.451,14.293,5.5,5.5,0.526468,1.157744
12.472,3.913,5.5,5.5,0.474954,1.524691
9.543,1.211,13.5,2,1.222549,0.680027
9.543,1.211,2.5,4,0.218031,1.140002
4.752,1.211,1.5,3,0.254438,1.151931
4.411,1.211,4,1.5,0.514982,0.295353
4.411,1.211,6.5,1,0.926803,0.388263
4.411,1.211,3.5,2,0.420613,1.195735
4.411,2.91,11,2.5,2.058915,0.712925
4.411,2.91,1.5,2.5,0.201511,0.498004
4.411,2.91,2,2,0.26075,0.434195
4.411,2.91,4.5,6,0.53565,1.348053
4.411,2.91,4,3.5,0.53998,0.692285
4.411,2.91,20.5,1.5,2.32443,0.403798
4.411,2.91,4,0,0.695241,0
3.299,2.91,0,3.5,0,0.89231
9.771,2.91,4,4.5,0.575222,1.040298
9.771,3.297,9,2,0.86522,1.030925
9.771,4.259,9,3.5,1.093922,0.565424
9.771,2.374,1,0,0.099467,0
9.771,2.374,9,6.5,1.295676,1.751771
9.771,0.83,13,2,1.603407,0.559158
9.771,2.826,14,2,3.036892,0.370268
9.771,2.826,39.5,5,5.592339,0.949927
